date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:26:49	5040/5040	---M--	200	added ('OK')	image/png	etag:%226130c03b-13b0%22	https://woman-jackets-tt.online-shop2021.com/images/order_info_icon610d7.png	C:/Users/Maxim/Documents/My%20Web%20Sites/https___woman-jackets-tt.online-shop2021.com_/woman-jackets-tt.online-shop2021.com/images/order_info_icon610d7.png	(from https://woman-jackets-tt.online-shop2021.com/css/styles298ef.css)
15:26:49	102876/102876	---M--	200	added ('OK')	image/jpeg	etag:%226130c03b-191dc%22	https://woman-jackets-tt.online-shop2021.com/images/order_bged313.jpg	C:/Users/Maxim/Documents/My%20Web%20Sites/https___woman-jackets-tt.online-shop2021.com_/woman-jackets-tt.online-shop2021.com/images/order_bged313.jpg	(from https://woman-jackets-tt.online-shop2021.com/css/styles298ef.css)
15:26:49	45490/45490	---M--	200	added ('OK')	image/jpeg	etag:%226130c03b-b1b2%22	https://woman-jackets-tt.online-shop2021.com/images/tablet__header_bg149d60.jpg	C:/Users/Maxim/Documents/My%20Web%20Sites/https___woman-jackets-tt.online-shop2021.com_/woman-jackets-tt.online-shop2021.com/images/tablet__header_bg149d60.jpg	(from https://woman-jackets-tt.online-shop2021.com/css/styles298ef.css)
15:26:49	20875/20875	---M--	200	added ('OK')	image/jpeg	etag:%226130c03b-518b%22	https://woman-jackets-tt.online-shop2021.com/images/mobile__header_bg7fccc.jpg	C:/Users/Maxim/Documents/My%20Web%20Sites/https___woman-jackets-tt.online-shop2021.com_/woman-jackets-tt.online-shop2021.com/images/mobile__header_bg7fccc.jpg	(from https://woman-jackets-tt.online-shop2021.com/css/styles298ef.css)
15:26:50	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Sep%202021%2012:26:47%20GMT	https://woman-jackets-tt.online-shop2021.com/images/mobile__gallery_bg85e3d.jpg	C:/Users/Maxim/Documents/My%20Web%20Sites/https___woman-jackets-tt.online-shop2021.com_/woman-jackets-tt.online-shop2021.com/images/mobile__gallery_bg85e3d.jpg	(from https://woman-jackets-tt.online-shop2021.com/css/styles298ef.css)
15:26:50	4178/4178	---M-Z	200	added ('OK')	image/gif	etag:%225eb03fd5-1052%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/ajax-loader.gif	C:/Users/Maxim/Documents/My%20Web%20Sites/https___woman-jackets-tt.online-shop2021.com_/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/ajax-loader.gif	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick-theme.min.css)
15:26:50	2048/2048	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03fd5-800%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/fonts/slick.eot	C:/Users/Maxim/Documents/My%20Web%20Sites/https___woman-jackets-tt.online-shop2021.com_/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/fonts/slick.eot	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick-theme.min.css)
15:26:50	2048/2048	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03fd5-800%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/fonts/slick.eot?	C:/Users/Maxim/Documents/My%20Web%20Sites/https___woman-jackets-tt.online-shop2021.com_/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/fonts/slickd41d.eot	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick-theme.min.css)
15:26:51	1380/1380	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03fd5-564%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/fonts/slick.woff	C:/Users/Maxim/Documents/My%20Web%20Sites/https___woman-jackets-tt.online-shop2021.com_/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/fonts/slick.woff	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick-theme.min.css)
15:26:51	1892/1892	---M-Z	200	added ('OK')	application/octet-stream	etag:%225eb03fd5-764%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/fonts/slick.ttf	C:/Users/Maxim/Documents/My%20Web%20Sites/https___woman-jackets-tt.online-shop2021.com_/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/fonts/slick.ttf	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick-theme.min.css)
